	series_id	seasonal	category_code	subcategory_code	item_code	demographics_code	characteristics_code	process_code	series_title	footnote_codes	begin_year	begin_period	end_year	end_period
57877	CXU320380LB0103M              	U	EXPEND	HOUSING	320380	LB01	03	M	Tableware and nonelectric kitchenware by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
57878	CXU320380LB0104M              	U	EXPEND	HOUSING	320380	LB01	04	M	Tableware and nonelectric kitchenware by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
57879	CXU320380LB0105M              	U	EXPEND	HOUSING	320380	LB01	05	M	Tableware and nonelectric kitchenware by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
57880	CXU320380LB0106M              	U	EXPEND	HOUSING	320380	LB01	06	M	Tableware and nonelectric kitchenware by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
58034	CXU320410LB0102M              	U	EXPEND	HOUSING	320410	LB01	02	M	Lawn and garden equipment by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
58035	CXU320410LB0103M              	U	EXPEND	HOUSING	320410	LB01	03	M	Lawn and garden equipment by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
58036	CXU320410LB0104M              	U	EXPEND	HOUSING	320410	LB01	04	M	Lawn and garden equipment by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
58037	CXU320410LB0105M              	U	EXPEND	HOUSING	320410	LB01	05	M	Lawn and garden equipment by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
58038	CXU320410LB0106M              	U	EXPEND	HOUSING	320410	LB01	06	M	Lawn and garden equipment by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
58192	CXU320420LB0102M              	U	EXPEND	HOUSING	320420	LB01	02	M	Power tools by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
58193	CXU320420LB0103M              	U	EXPEND	HOUSING	320420	LB01	03	M	Power tools by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
58194	CXU320420LB0104M              	U	EXPEND	HOUSING	320420	LB01	04	M	Power tools by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
58195	CXU320420LB0105M              	U	EXPEND	HOUSING	320420	LB01	05	M	Power tools by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
58196	CXU320420LB0106M              	U	EXPEND	HOUSING	320420	LB01	06	M	Power tools by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
58350	CXU320430LB0102M              	U	EXPEND	HOUSING	320430	LB01	02	M	Other hardware by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
58351	CXU320430LB0103M              	U	EXPEND	HOUSING	320430	LB01	03	M	Other hardware by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
58352	CXU320430LB0104M              	U	EXPEND	HOUSING	320430	LB01	04	M	Other hardware by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
58353	CXU320430LB0105M              	U	EXPEND	HOUSING	320430	LB01	05	M	Other hardware by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
58354	CXU320430LB0106M              	U	EXPEND	HOUSING	320430	LB01	06	M	Other hardware by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
58508	CXU320511LB0102M              	U	EXPEND	HOUSING	320511	LB01	02	M	Electric floor cleaning equipment by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
58509	CXU320511LB0103M              	U	EXPEND	HOUSING	320511	LB01	03	M	Electric floor cleaning equipment by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
58510	CXU320511LB0104M              	U	EXPEND	HOUSING	320511	LB01	04	M	Electric floor cleaning equipment by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
58511	CXU320511LB0105M              	U	EXPEND	HOUSING	320511	LB01	05	M	Electric floor cleaning equipment by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
58512	CXU320511LB0106M              	U	EXPEND	HOUSING	320511	LB01	06	M	Electric floor cleaning equipment by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
58666	CXU320512LB0102M              	U	EXPEND	HOUSING	320512	LB01	02	M	Sewing machines by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
58667	CXU320512LB0103M              	U	EXPEND	HOUSING	320512	LB01	03	M	Sewing machines by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
58668	CXU320512LB0104M              	U	EXPEND	HOUSING	320512	LB01	04	M	Sewing machines by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
58669	CXU320512LB0105M              	U	EXPEND	HOUSING	320512	LB01	05	M	Sewing machines by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
58670	CXU320512LB0106M              	U	EXPEND	HOUSING	320512	LB01	06	M	Sewing machines by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
58824	CXU320521LB0102M              	U	EXPEND	HOUSING	320521	LB01	02	M	Small electric kitchen appliances by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
58825	CXU320521LB0103M              	U	EXPEND	HOUSING	320521	LB01	03	M	Small electric kitchen appliances by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
58826	CXU320521LB0104M              	U	EXPEND	HOUSING	320521	LB01	04	M	Small electric kitchen appliances by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
58827	CXU320521LB0105M              	U	EXPEND	HOUSING	320521	LB01	05	M	Small electric kitchen appliances by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
58828	CXU320521LB0106M              	U	EXPEND	HOUSING	320521	LB01	06	M	Small electric kitchen appliances by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
58982	CXU320522LB0102M              	U	EXPEND	HOUSING	320522	LB01	02	M	Portable heating and cooling equipment by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
58983	CXU320522LB0103M              	U	EXPEND	HOUSING	320522	LB01	03	M	Portable heating and cooling equipment by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
58984	CXU320522LB0104M              	U	EXPEND	HOUSING	320522	LB01	04	M	Portable heating and cooling equipment by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
58985	CXU320522LB0105M              	U	EXPEND	HOUSING	320522	LB01	05	M	Portable heating and cooling equipment by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
58986	CXU320522LB0106M              	U	EXPEND	HOUSING	320522	LB01	06	M	Portable heating and cooling equipment by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
59140	CXU320611LB0102M              	U	EXPEND	HOUSING	320611	LB01	02	M	Material for insulation, other maintenance, and repair by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
59141	CXU320611LB0103M              	U	EXPEND	HOUSING	320611	LB01	03	M	Material for insulation, other maintenance, and repair by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
59142	CXU320611LB0104M              	U	EXPEND	HOUSING	320611	LB01	04	M	Material for insulation, other maintenance, and repair by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
59143	CXU320611LB0105M              	U	EXPEND	HOUSING	320611	LB01	05	M	Material for insulation, other maintenance, and repair by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
59144	CXU320611LB0106M              	U	EXPEND	HOUSING	320611	LB01	06	M	Material for insulation, other maintenance, and repair by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
59298	CXU320612LB0102M              	U	EXPEND	HOUSING	320612	LB01	02	M	Material for insulation, other maintenance, and repair by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
59299	CXU320612LB0103M              	U	EXPEND	HOUSING	320612	LB01	03	M	Material for insulation, other maintenance, and repair by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
59300	CXU320612LB0104M              	U	EXPEND	HOUSING	320612	LB01	04	M	Material for insulation, other maintenance, and repair by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
59301	CXU320612LB0105M              	U	EXPEND	HOUSING	320612	LB01	05	M	Material for insulation, other maintenance, and repair by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
59302	CXU320612LB0106M              	U	EXPEND	HOUSING	320612	LB01	06	M	Material for insulation, other maintenance, and repair by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
59456	CXU320613LB0102M              	U	EXPEND	HOUSING	320613	LB01	02	M	Material for insulation, other maintenance, and repair by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
59457	CXU320613LB0103M              	U	EXPEND	HOUSING	320613	LB01	03	M	Material for insulation, other maintenance, and repair by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
59458	CXU320613LB0104M              	U	EXPEND	HOUSING	320613	LB01	04	M	Material for insulation, other maintenance, and repair by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
59459	CXU320613LB0105M              	U	EXPEND	HOUSING	320613	LB01	05	M	Material for insulation, other maintenance, and repair by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
59460	CXU320613LB0106M              	U	EXPEND	HOUSING	320613	LB01	06	M	Material for insulation, other maintenance, and repair by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
59614	CXU320621LB0102M              	U	EXPEND	HOUSING	320621	LB01	02	M	Material for hard surface flooring by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2013	A01
59615	CXU320621LB0103M              	U	EXPEND	HOUSING	320621	LB01	03	M	Material for hard surface flooring by Income Quintiles: Second 20 percent income quintile		2010	A01	2013	A01
59616	CXU320621LB0104M              	U	EXPEND	HOUSING	320621	LB01	04	M	Material for hard surface flooring by Income Quintiles: Third 20 percent income quintile		2010	A01	2013	A01
59617	CXU320621LB0105M              	U	EXPEND	HOUSING	320621	LB01	05	M	Material for hard surface flooring by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2013	A01
59618	CXU320621LB0106M              	U	EXPEND	HOUSING	320621	LB01	06	M	Material for hard surface flooring by Income Quintiles: Highest 20 percent income quintile		2010	A01	2013	A01
59739	CXU320622LB0102M              	U	EXPEND	HOUSING	320622	LB01	02	M	Materials for hard surface flooring, repair and by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2013	A01
59740	CXU320622LB0103M              	U	EXPEND	HOUSING	320622	LB01	03	M	Materials for hard surface flooring, repair and by Income Quintiles: Second 20 percent income quintile		2010	A01	2013	A01
59741	CXU320622LB0104M              	U	EXPEND	HOUSING	320622	LB01	04	M	Materials for hard surface flooring, repair and by Income Quintiles: Third 20 percent income quintile		2010	A01	2013	A01
59742	CXU320622LB0105M              	U	EXPEND	HOUSING	320622	LB01	05	M	Materials for hard surface flooring, repair and by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2013	A01
59743	CXU320622LB0106M              	U	EXPEND	HOUSING	320622	LB01	06	M	Materials for hard surface flooring, repair and by Income Quintiles: Highest 20 percent income quintile		2010	A01	2013	A01
59864	CXU320623LB0102M              	U	EXPEND	HOUSING	320623	LB01	02	M	Materials for hard surface flooring (thru by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2013	A01
59865	CXU320623LB0103M              	U	EXPEND	HOUSING	320623	LB01	03	M	Materials for hard surface flooring (thru by Income Quintiles: Second 20 percent income quintile		2010	A01	2013	A01
59866	CXU320623LB0104M              	U	EXPEND	HOUSING	320623	LB01	04	M	Materials for hard surface flooring (thru by Income Quintiles: Third 20 percent income quintile		2010	A01	2013	A01
59867	CXU320623LB0105M              	U	EXPEND	HOUSING	320623	LB01	05	M	Materials for hard surface flooring (thru by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2013	A01
59868	CXU320623LB0106M              	U	EXPEND	HOUSING	320623	LB01	06	M	Materials for hard surface flooring (thru by Income Quintiles: Highest 20 percent income quintile		2010	A01	2013	A01
59989	CXU320624LB0102M              	U	EXPEND	HOUSING	320624	LB01	02	M	Flooring installation, repair, and replacement by Income Quintiles: Lowest 20 percent income quintile		2013	A01	2023	A01
59990	CXU320624LB0103M              	U	EXPEND	HOUSING	320624	LB01	03	M	Flooring installation, repair, and replacement by Income Quintiles: Second 20 percent income quintile		2013	A01	2023	A01
59991	CXU320624LB0104M              	U	EXPEND	HOUSING	320624	LB01	04	M	Flooring installation, repair, and replacement by Income Quintiles: Third 20 percent income quintile		2013	A01	2023	A01
59992	CXU320624LB0105M              	U	EXPEND	HOUSING	320624	LB01	05	M	Flooring installation, repair, and replacement by Income Quintiles: Fourth 20 percent income quintile		2013	A01	2023	A01
59993	CXU320624LB0106M              	U	EXPEND	HOUSING	320624	LB01	06	M	Flooring installation, repair, and replacement by Income Quintiles: Highest 20 percent income quintile		2013	A01	2023	A01
60138	CXU320625LB0102M              	U	EXPEND	HOUSING	320625	LB01	02	M	Flooring installation, repair, and replacement by Income Quintiles: Lowest 20 percent income quintile		2013	A01	2023	A01
60139	CXU320625LB0103M              	U	EXPEND	HOUSING	320625	LB01	03	M	Flooring installation, repair, and replacement by Income Quintiles: Second 20 percent income quintile		2013	A01	2023	A01
60140	CXU320625LB0104M              	U	EXPEND	HOUSING	320625	LB01	04	M	Flooring installation, repair, and replacement by Income Quintiles: Third 20 percent income quintile		2013	A01	2023	A01
60141	CXU320625LB0105M              	U	EXPEND	HOUSING	320625	LB01	05	M	Flooring installation, repair, and replacement by Income Quintiles: Fourth 20 percent income quintile		2013	A01	2023	A01
60142	CXU320625LB0106M              	U	EXPEND	HOUSING	320625	LB01	06	M	Flooring installation, repair, and replacement by Income Quintiles: Highest 20 percent income quintile		2013	A01	2023	A01
60287	CXU320626LB0102M              	U	EXPEND	HOUSING	320626	LB01	02	M	Flooring installation, repair, and replacement by Income Quintiles: Lowest 20 percent income quintile		2013	A01	2023	A01
60288	CXU320626LB0103M              	U	EXPEND	HOUSING	320626	LB01	03	M	Flooring installation, repair, and replacement by Income Quintiles: Second 20 percent income quintile		2013	A01	2023	A01
60289	CXU320626LB0104M              	U	EXPEND	HOUSING	320626	LB01	04	M	Flooring installation, repair, and replacement by Income Quintiles: Third 20 percent income quintile		2013	A01	2023	A01
60290	CXU320626LB0105M              	U	EXPEND	HOUSING	320626	LB01	05	M	Flooring installation, repair, and replacement by Income Quintiles: Fourth 20 percent income quintile		2013	A01	2023	A01
60291	CXU320626LB0106M              	U	EXPEND	HOUSING	320626	LB01	06	M	Flooring installation, repair, and replacement by Income Quintiles: Highest 20 percent income quintile		2013	A01	2023	A01
60436	CXU320631LB0102M              	U	EXPEND	HOUSING	320631	LB01	02	M	Material for landscape maintenance by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
60437	CXU320631LB0103M              	U	EXPEND	HOUSING	320631	LB01	03	M	Material for landscape maintenance by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
60438	CXU320631LB0104M              	U	EXPEND	HOUSING	320631	LB01	04	M	Material for landscape maintenance by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
60439	CXU320631LB0105M              	U	EXPEND	HOUSING	320631	LB01	05	M	Material for landscape maintenance by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
60440	CXU320631LB0106M              	U	EXPEND	HOUSING	320631	LB01	06	M	Material for landscape maintenance by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
60594	CXU320632LB0102M              	U	EXPEND	HOUSING	320632	LB01	02	M	Materials for landscaping maintenance by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
60595	CXU320632LB0103M              	U	EXPEND	HOUSING	320632	LB01	03	M	Materials for landscaping maintenance by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
60596	CXU320632LB0104M              	U	EXPEND	HOUSING	320632	LB01	04	M	Materials for landscaping maintenance by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
60597	CXU320632LB0105M              	U	EXPEND	HOUSING	320632	LB01	05	M	Materials for landscaping maintenance by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
60598	CXU320632LB0106M              	U	EXPEND	HOUSING	320632	LB01	06	M	Materials for landscaping maintenance by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
60752	CXU320633LB0102M              	U	EXPEND	HOUSING	320633	LB01	02	M	Materials for landscaping maintenance by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
60753	CXU320633LB0103M              	U	EXPEND	HOUSING	320633	LB01	03	M	Materials for landscaping maintenance by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
60754	CXU320633LB0104M              	U	EXPEND	HOUSING	320633	LB01	04	M	Materials for landscaping maintenance by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
60755	CXU320633LB0105M              	U	EXPEND	HOUSING	320633	LB01	05	M	Materials for landscaping maintenance by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
60756	CXU320633LB0106M              	U	EXPEND	HOUSING	320633	LB01	06	M	Materials for landscaping maintenance by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
60910	CXU320901LB0102M              	U	EXPEND	HOUSING	320901	LB01	02	M	Office furniture for home use by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
60911	CXU320901LB0103M              	U	EXPEND	HOUSING	320901	LB01	03	M	Office furniture for home use by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
60912	CXU320901LB0104M              	U	EXPEND	HOUSING	320901	LB01	04	M	Office furniture for home use by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
60913	CXU320901LB0105M              	U	EXPEND	HOUSING	320901	LB01	05	M	Office furniture for home use by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
60914	CXU320901LB0106M              	U	EXPEND	HOUSING	320901	LB01	06	M	Office furniture for home use by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
61068	CXU320902LB0102M              	U	EXPEND	HOUSING	320902	LB01	02	M	Hand tools by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
61069	CXU320902LB0103M              	U	EXPEND	HOUSING	320902	LB01	03	M	Hand tools by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
61070	CXU320902LB0104M              	U	EXPEND	HOUSING	320902	LB01	04	M	Hand tools by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
61071	CXU320902LB0105M              	U	EXPEND	HOUSING	320902	LB01	05	M	Hand tools by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
61072	CXU320902LB0106M              	U	EXPEND	HOUSING	320902	LB01	06	M	Hand tools by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
61226	CXU320903LB0102M              	U	EXPEND	HOUSING	320903	LB01	02	M	Indoor plants and fresh flowers by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
61227	CXU320903LB0103M              	U	EXPEND	HOUSING	320903	LB01	03	M	Indoor plants and fresh flowers by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
61228	CXU320903LB0104M              	U	EXPEND	HOUSING	320903	LB01	04	M	Indoor plants and fresh flowers by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
61229	CXU320903LB0105M              	U	EXPEND	HOUSING	320903	LB01	05	M	Indoor plants and fresh flowers by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
61230	CXU320903LB0106M              	U	EXPEND	HOUSING	320903	LB01	06	M	Indoor plants and fresh flowers by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
61384	CXU320904LB0102M              	U	EXPEND	HOUSING	320904	LB01	02	M	Closet and storage items by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
61385	CXU320904LB0103M              	U	EXPEND	HOUSING	320904	LB01	03	M	Closet and storage items by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
61386	CXU320904LB0104M              	U	EXPEND	HOUSING	320904	LB01	04	M	Closet and storage items by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
61387	CXU320904LB0105M              	U	EXPEND	HOUSING	320904	LB01	05	M	Closet and storage items by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
61388	CXU320904LB0106M              	U	EXPEND	HOUSING	320904	LB01	06	M	Closet and storage items by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
61542	CXU320905LB0102M              	U	EXPEND	HOUSING	320905	LB01	02	M	Miscellaneous household equipment and parts by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
61543	CXU320905LB0103M              	U	EXPEND	HOUSING	320905	LB01	03	M	Miscellaneous household equipment and parts by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
61544	CXU320905LB0104M              	U	EXPEND	HOUSING	320905	LB01	04	M	Miscellaneous household equipment and parts by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
61545	CXU320905LB0105M              	U	EXPEND	HOUSING	320905	LB01	05	M	Miscellaneous household equipment and parts by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
61546	CXU320905LB0106M              	U	EXPEND	HOUSING	320905	LB01	06	M	Miscellaneous household equipment and parts by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
61700	CXU330110LB0102M              	U	EXPEND	HOUSING	330110	LB01	02	M	Soaps and detergents by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2022	A01
61701	CXU330110LB0103M              	U	EXPEND	HOUSING	330110	LB01	03	M	Soaps and detergents by Income Quintiles: Second 20 percent income quintile		2010	A01	2022	A01
61702	CXU330110LB0104M              	U	EXPEND	HOUSING	330110	LB01	04	M	Soaps and detergents by Income Quintiles: Third 20 percent income quintile		2010	A01	2022	A01
61703	CXU330110LB0105M              	U	EXPEND	HOUSING	330110	LB01	05	M	Soaps and detergents by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2022	A01
61704	CXU330110LB0106M              	U	EXPEND	HOUSING	330110	LB01	06	M	Soaps and detergents by Income Quintiles: Highest 20 percent income quintile		2010	A01	2022	A01
61858	CXU330119LB0102M              	U	EXPEND	HOUSING	330119	LB01	02	M	Laundry and cleaning products by Income Quintiles: Lowest 20 percent income quintile		2023	A01	2023	A01
61859	CXU330119LB0103M              	U	EXPEND	HOUSING	330119	LB01	03	M	Laundry and cleaning products by Income Quintiles: Second 20 percent income quintile		2023	A01	2023	A01
61860	CXU330119LB0104M              	U	EXPEND	HOUSING	330119	LB01	04	M	Laundry and cleaning products by Income Quintiles: Third 20 percent income quintile		2023	A01	2023	A01
61861	CXU330119LB0105M              	U	EXPEND	HOUSING	330119	LB01	05	M	Laundry and cleaning products by Income Quintiles: Fourth 20 percent income quintile		2023	A01	2023	A01
61862	CXU330119LB0106M              	U	EXPEND	HOUSING	330119	LB01	06	M	Laundry and cleaning products by Income Quintiles: Highest 20 percent income quintile		2023	A01	2023	A01
61986	CXU330210LB0102M              	U	EXPEND	HOUSING	330210	LB01	02	M	Other laundry cleaning products by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2022	A01
61987	CXU330210LB0103M              	U	EXPEND	HOUSING	330210	LB01	03	M	Other laundry cleaning products by Income Quintiles: Second 20 percent income quintile		2010	A01	2022	A01
61988	CXU330210LB0104M              	U	EXPEND	HOUSING	330210	LB01	04	M	Other laundry cleaning products by Income Quintiles: Third 20 percent income quintile		2010	A01	2022	A01
61989	CXU330210LB0105M              	U	EXPEND	HOUSING	330210	LB01	05	M	Other laundry cleaning products by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2022	A01
61990	CXU330210LB0106M              	U	EXPEND	HOUSING	330210	LB01	06	M	Other laundry cleaning products by Income Quintiles: Highest 20 percent income quintile		2010	A01	2022	A01
62144	CXU330310LB0102M              	U	EXPEND	HOUSING	330310	LB01	02	M	Cleansing and toilet tissue, paper towels, and napkins by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
62145	CXU330310LB0103M              	U	EXPEND	HOUSING	330310	LB01	03	M	Cleansing and toilet tissue, paper towels, and napkins by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
62146	CXU330310LB0104M              	U	EXPEND	HOUSING	330310	LB01	04	M	Cleansing and toilet tissue, paper towels, and napkins by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
62147	CXU330310LB0105M              	U	EXPEND	HOUSING	330310	LB01	05	M	Cleansing and toilet tissue, paper towels, and napkins by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
62148	CXU330310LB0106M              	U	EXPEND	HOUSING	330310	LB01	06	M	Cleansing and toilet tissue, paper towels, and napkins by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
62302	CXU330410LB0102M              	U	EXPEND	HOUSING	330410	LB01	02	M	Stationery, stationery supplies, and gift wrap by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
62303	CXU330410LB0103M              	U	EXPEND	HOUSING	330410	LB01	03	M	Stationery, stationery supplies, and gift wrap by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
62304	CXU330410LB0104M              	U	EXPEND	HOUSING	330410	LB01	04	M	Stationery, stationery supplies, and gift wrap by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
62305	CXU330410LB0105M              	U	EXPEND	HOUSING	330410	LB01	05	M	Stationery, stationery supplies, and gift wrap by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
62306	CXU330410LB0106M              	U	EXPEND	HOUSING	330410	LB01	06	M	Stationery, stationery supplies, and gift wrap by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
62460	CXU330510LB0102M              	U	EXPEND	HOUSING	330510	LB01	02	M	Miscellaneous household products by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
62461	CXU330510LB0103M              	U	EXPEND	HOUSING	330510	LB01	03	M	Miscellaneous household products by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
62462	CXU330510LB0104M              	U	EXPEND	HOUSING	330510	LB01	04	M	Miscellaneous household products by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
62463	CXU330510LB0105M              	U	EXPEND	HOUSING	330510	LB01	05	M	Miscellaneous household products by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
62464	CXU330510LB0106M              	U	EXPEND	HOUSING	330510	LB01	06	M	Miscellaneous household products by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
62618	CXU330511LB0102M              	U	EXPEND	HOUSING	330511	LB01	02	M	Termite/pest control products by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
62619	CXU330511LB0103M              	U	EXPEND	HOUSING	330511	LB01	03	M	Termite/pest control products by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
62620	CXU330511LB0104M              	U	EXPEND	HOUSING	330511	LB01	04	M	Termite/pest control products by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
62621	CXU330511LB0105M              	U	EXPEND	HOUSING	330511	LB01	05	M	Termite/pest control products by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
62622	CXU330511LB0106M              	U	EXPEND	HOUSING	330511	LB01	06	M	Termite/pest control products by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
62776	CXU330610LB0102M              	U	EXPEND	HOUSING	330610	LB01	02	M	Lawn and garden supplies by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
62777	CXU330610LB0103M              	U	EXPEND	HOUSING	330610	LB01	03	M	Lawn and garden supplies by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
62778	CXU330610LB0104M              	U	EXPEND	HOUSING	330610	LB01	04	M	Lawn and garden supplies by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
